County Name,Most Recent Date,Total Count Confirmed,Total Count Deaths,COVID-19 Positive Patients,Suspected COVID-19 Positive Patients,ICU COVID-19 Positive Patients,ICU COVID-19 Suspected Patients
Trinity,04/29/2020,0,0,0,0,0,0
Tulare,04/29/2020,615,36,30,0,5,0
Tuolumne,04/29/2020,4,0,0,0,0,0
Unassigned,04/29/2020,2,0,0,0,0,0
Ventura,04/29/2020,530,18,31,26,10,7
Yolo,04/29/2020,161,15,0,0,0,1
Yuba,04/29/2020,15,1,0,0,0,0
Alameda,04/30/2020,1599,63,74,52,34,12
Alpine,04/30/2020,1,0,0,0,0,0
Amador,04/30/2020,8,0,0,0,0,0
Butte,04/30/2020,16,0,0,0,0,0
Calaveras,04/30/2020,13,0,0,0,0,0
Colusa,04/30/2020,3,0,1,0,1,0
Contra Costa,04/30/2020,900,27,24,43,9,6
Del Norte,04/30/2020,3,0,0,4,0,2
El Dorado,04/30/2020,44,0,0,6,0,1
Fresno,04/30/2020,562,7,41,37,15,4
Glenn,04/30/2020,4,0,0,0,0,0
Humboldt,04/30/2020,54,0,0,7,0,2
Imperial,04/30/2020,322,8,29,3,13,0
Inyo,04/30/2020,20,1,0,0,0,0
Kern,04/30/2020,941,8,29,25,20,0
Kings,04/30/2020,87,1,10,0,2,0
Lake,04/30/2020,6,0,0,2,0,0
Lassen,04/30/2020,0,0,0,0,0,0
Los Angeles,04/30/2020,23284,1111,1894,470,591,93
Madera,04/30/2020,46,2,0,3,0,0
Marin,04/30/2020,240,13,0,3,0,0
Mariposa,04/30/2020,3,0,0,2,0,0
Mendocino,04/30/2020,11,0,0,0,0,0
Merced,04/30/2020,122,3,3,2,1,0
Modoc,04/30/2020,0,0,0,0,0,0
Mono,04/30/2020,25,1,0,0,0,0
Monterey,04/30/2020,213,5,6,6,3,3
Napa,04/30/2020,69,2,1,0,0,0
Nevada,04/30/2020,41,1,0,1,0,1
Orange,04/30/2020,2591,46,214,68,74,13
Placer,04/30/2020,148,8,4,28,1,4
Plumas,04/30/2020,4,0,0,0,0,0
Riverside,04/30/2020,3820,156,214,138,85,30
Sacramento,04/30/2020,1071,43,37,35,17,5
San Benito,04/30/2020,48,2,1,0,0,0
San Bernardino,04/30/2020,2020,96,158,100,58,17
San Diego,04/30/2020,3566,143,283,81,122,19
San Francisco,04/30/2020,1518,26,85,11,32,1
San Joaquin,04/30/2020,548,25,17,24,8,4
San Luis Obispo,04/30/2020,182,1,3,3,3,1
San Mateo,04/30/2020,1194,52,53,10,16,1
Santa Barbara,04/30/2020,490,8,26,9,13,3
Santa Clara,04/30/2020,2172,111,104,37,45,3
Santa Cruz,04/30/2020,126,2,3,0,2,0
Shasta,04/30/2020,31,4,2,0,2,0
Sierra,04/30/2020,0,0,0,0,0,0
Siskiyou,04/30/2020,5,0,0,2,0,0
Solano,04/30/2020,262,5,11,12,5,3
Sonoma,04/30/2020,233,3,5,7,2,3
Stanislaus,04/30/2020,378,11,35,27,3,5
Sutter,04/30/2020,28,2,0,0,0,0
Tehama,04/30/2020,1,1,0,0,0,0
Trinity,04/30/2020,0,0,0,0,0,0
Tulare,04/30/2020,637,40,28,2,5,2
Tuolumne,04/30/2020,3,0,0,0,0,0
Unassigned,04/30/2020,3,0,0,0,0,0
Ventura,04/30/2020,547,18,33,18,10,4
Yolo,04/30/2020,164,16,0,0,0,0
Yuba,04/30/2020,15,1,0,0,0,0
Alameda,05/01/2020,1630,63,75,60,32,13
Alpine,05/01/2020,1,0,0,0,0,0
Amador,05/01/2020,8,0,0,0,0,0
Butte,05/01/2020,17,0,0,1,0,1
Calaveras,05/01/2020,13,0,0,1,0,0
Colusa,05/01/2020,3,0,1,0,1,0
Contra Costa,05/01/2020,915,28,21,37,8,7
Del Norte,05/01/2020,3,0,0,0,0,0
El Dorado,05/01/2020,47,0,0,2,0,1
Fresno,05/01/2020,617,8,44,28,18,3
Glenn,05/01/2020,4,0,0,0,0,0
Humboldt,05/01/2020,54,0,0,5,0,0
Imperial,05/01/2020,337,9,36,3,14,1
Inyo,05/01/2020,20,1,0,0,0,0
Kern,05/01/2020,972,8,35,13,19,0
Kings,05/01/2020,112,1,11,0,2,0
Lake,05/01/2020,6,0,0,2,0,1
Lassen,05/01/2020,0,0,0,0,0,0
Los Angeles,05/01/2020,24306,1172,1884,511,606,98
Madera,05/01/2020,46,2,0,0,0,0
Marin,05/01/2020,242,13,0,5,0,0
Mariposa,05/01/2020,10,0,0,2,0,0
Mendocino,05/01/2020,11,0,0,0,0,0
Merced,05/01/2020,131,3,4,1,1,0
Modoc,05/01/2020,0,0,0,0,0,0
Mono,05/01/2020,25,1,0,0,0,0
Monterey,05/01/2020,222,5,7,1,3,1
Napa,05/01/2020,69,2,0,2,0,0
Nevada,05/01/2020,41,1,0,1,0,1
Orange,05/01/2020,2660,51,218,101,62,23
Placer,05/01/2020,149,8,5,15,2,2
Plumas,05/01/2020,4,0,0,0,0,0
Riverside,05/01/2020,3893,167,210,152,83,39
Sacramento,05/01/2020,1081,43,35,29,14,4
San Benito,05/01/2020,49,2,1,0,0,0
San Bernardino,05/01/2020,2084,98,157,106,55,15
San Diego,05/01/2020,3713,150,290,60,123,11
San Francisco,05/01/2020,1552,29,86,14,32,0
San Joaquin,05/01/2020,554,25,17,16,9,5
San Luis Obispo,05/01/2020,186,1,3,4,1,2
San Mateo,05/01/2020,1222,52,48,12,15,3
Santa Barbara,05/01/2020,499,8,28,10,13,2
Santa Clara,05/01/2020,2176,113,97,43,38,6
Santa Cruz,05/01/2020,127,2,3,1,2,0
Shasta,05/01/2020,31,4,1,0,1,0
Sierra,05/01/2020,0,0,0,0,0,0
Siskiyou,05/01/2020,5,0,0,2,0,0
Solano,05/01/2020,266,5,10,11,6,3
Sonoma,05/01/2020,242,3,4,15,1,4
Stanislaus,05/01/2020,384,13,35,19,2,3
Sutter,05/01/2020,28,2,0,0,0,0
Tehama,05/01/2020,1,1,0,0,0,0
Trinity,05/01/2020,0,0,0,0,0,0
Tulare,05/01/2020,685,40,28,2,5,2
Tuolumne,05/01/2020,3,0,0,0,0,0
Unassigned,05/01/2020,4,0,0,0,0,0
Ventura,05/01/2020,556,18,29,12,10,4
Yolo,05/01/2020,165,18,0,0,0,0
Yuba,05/01/2020,16,1,0,0,0,0
Alameda,05/02/2020,1678,63,73,59,31,7
Alpine,05/02/2020,1,0,0,0,0,0
Amador,05/02/2020,8,0,0,0,0,0
Butte,05/02/2020,17,0,0,0,0,0
Calaveras,05/02/2020,13,0,0,1,0,1
Colusa,05/02/2020,3,0,1,0,1,0
Contra Costa,05/02/2020,929,28,20,45,9,8
Del Norte,05/02/2020,3,0,0,0,0,0
El Dorado,05/02/2020,47,0,0,2,0,1
Fresno,05/02/2020,629,8,45,36,17,2
Glenn,05/02/2020,5,0,0,0,0,0
Humboldt,05/02/2020,54,0,0,5,0,0
Imperial,05/02/2020,345,9,36,3,14,1
Inyo,05/02/2020,20,1,0,0,0,0
Kern,05/02/2020,1007,8,36,7,19,1
Kings,05/02/2020,120,1,9,1,2,0
Lake,05/02/2020,7,0,0,0,0,0
Lassen,05/02/2020,0,0,0,0,0,0
Los Angeles,05/02/2020,24955,1209,1819,561,599,105
Madera,05/02/2020,46,2,0,0,0,0
Marin,05/02/2020,243,13,0,11,0,0
Mariposa,05/02/2020,13,0,0,0,0,0
Mendocino,05/02/2020,10,0,0,0,0,0
Merced,05/02/2020,131,3,4,4,2,0
Modoc,05/02/2020,0,0,0,0,0,0
Mono,05/02/2020,25,1,0,0,0,0
Monterey,05/02/2020,225,6,8,3,3,2
Napa,05/02/2020,71,2,0,1,0,0
Nevada,05/02/2020,41,1,0,2,0,1
Orange,05/02/2020,2774,52,215,107,64,34
Placer,05/02/2020,150,8,5,23,2,4
Plumas,05/02/2020,4,0,0,0,0,0
Riverside,05/02/2020,3997,167,211,126,78,31
Sacramento,05/02/2020,1097,43,23,35,16,10
San Benito,05/02/2020,49,2,1,0,0,0
San Bernardino,05/02/2020,2124,99,144,116,55,22
San Diego,05/02/2020,3844,150,289,68,123,18
San Francisco,05/02/2020,1632,29,81,27,29,7
San Joaquin,05/02/2020,559,25,17,16,9,6
San Luis Obispo,05/02/2020,193,1,3,10,1,4
San Mateo,05/02/2020,1272,52,48,13,16,1
Santa Barbara,05/02/2020,506,8,25,11,13,4
Santa Clara,05/02/2020,2203,115,95,36,40,6
Santa Cruz,05/02/2020,131,2,3,0,1,0
Shasta,05/02/2020,31,4,0,0,0,0
Sierra,05/02/2020,0,0,0,0,0,0
Siskiyou,05/02/2020,5,0,0,0,0,0
Solano,05/02/2020,267,5,14,15,7,6
Sonoma,05/02/2020,250,3,3,14,2,1
Stanislaus,05/02/2020,388,14,36,30,1,7
Sutter,05/02/2020,28,2,0,0,0,0
Tehama,05/02/2020,1,1,0,0,0,0
Trinity,05/02/2020,0,0,0,0,0,0
Tulare,05/02/2020,711,40,28,2,5,2
Tuolumne,05/02/2020,3,0,0,0,0,0
Unassigned,05/02/2020,2,0,0,0,0,0
Ventura,05/02/2020,564,19,26,26,10,7
Yolo,05/02/2020,169,18,0,0,0,0
Yuba,05/02/2020,16,1,0,0,0,0
Alameda,05/03/2020,1731,65,73,62,33,15
Alpine,05/03/2020,1,0,0,0,0,0
Amador,05/03/2020,8,0,0,0,0,0
Butte,05/03/2020,17,0,0,2,0,0
Calaveras,05/03/2020,13,0,0,1,0,1
Colusa,05/03/2020,3,0,1,0,1,0
Contra Costa,05/03/2020,945,28,20,44,8,7
Del Norte,05/03/2020,3,0,0,0,0,0
El Dorado,05/03/2020,49,0,0,2,0,1
Fresno,05/03/2020,646,8,45,43,18,4
Glenn,05/03/2020,5,0,0,0,0,0
Humboldt,05/03/2020,54,0,1,2,0,0
Imperial,05/03/2020,351,9,39,5,13,1
Inyo,05/03/2020,20,1,0,1,0,0
Kern,05/03/2020,1025,8,30,12,16,2
Kings,05/03/2020,137,1,9,1,2,0
Lake,05/03/2020,7,0,0,3,0,1
Lassen,05/03/2020,0,0,0,0,0,0
Los Angeles,05/03/2020,25708,1229,1779,520,599,95
Madera,05/03/2020,46,2,0,0,0,0
Marin,05/03/2020,243,13,0,6,0,0
Mariposa,05/03/2020,13,0,0,0,0,0
Mendocino,05/03/2020,10,0,0,0,0,0
Merced,05/03/2020,134,3,6,3,4,0
Modoc,05/03/2020,0,0,0,0,0,0
Mono,05/03/2020,25,1,0,0,0,0
Monterey,05/03/2020,235,6,7,1,3,1
Napa,05/03/2020,72,2,0,0,0,0
Nevada,05/03/2020,41,1,0,1,0,0
Orange,05/03/2020,2859,55,218,90,66,25
Placer,05/03/2020,161,8,7,12,2,4
Plumas,05/03/2020,4,0,0,2,0,0
Riverside,05/03/2020,4034,176,217,132,78,34
Sacramento,05/03/2020,1109,43,26,31,16,12
San Benito,05/03/2020,49,2,0,0,0,0
San Bernardino,05/03/2020,2123,99,154,100,59,16
San Diego,05/03/2020,3929,150,276,76,125,20
San Francisco,05/03/2020,1692,30,83,18,30,4
San Joaquin,05/03/2020,570,26,17,18,9,6
San Luis Obispo,05/03/2020,200,1,4,5,1,3
San Mateo,05/03/2020,1277,53,47,14,16,2
Santa Barbara,05/03/2020,512,8,28,6,14,1
Santa Clara,05/03/2020,2235,116,93,39,40,7
Santa Cruz,05/03/2020,133,2,3,0,1,0
Shasta,05/03/2020,31,4,0,0,0,0
Sierra,05/03/2020,0,0,0,0,0,0
Siskiyou,05/03/2020,5,0,0,0,0,0
Solano,05/03/2020,266,5,14,11,8,1
Sonoma,05/03/2020,254,4,2,14,1,4
Stanislaus,05/03/2020,411,14,33,15,1,7
Sutter,05/03/2020,28,2,0,0,0,0
Tehama,05/03/2020,1,1,0,0,0,0
Trinity,05/03/2020,0,0,0,0,0,0
Tulare,05/03/2020,736,40,23,5,6,1
Tuolumne,05/03/2020,3,0,0,0,0,0
Unassigned,05/03/2020,3,0,0,0,0,0
Ventura,05/03/2020,583,19,29,34,8,8
Yolo,05/03/2020,171,18,0,0,1,1
Yuba,05/03/2020,16,1,0,1,0,1
Alameda,05/04/2020,1762,65,73,62,31,15
Alpine,05/04/2020,1,0,0,0,0,0
Amador,05/04/2020,8,0,0,0,0,0
Butte,05/04/2020,16,0,0,1,0,0
Calaveras,05/04/2020,13,0,0,1,0,0
Colusa,05/04/2020,3,0,0,0,0,0
Contra Costa,05/04/2020,949,28,19,32,7,6
Del Norte,05/04/2020,3,0,0,0,0,0
El Dorado,05/04/2020,51,0,0,3,0,0
Fresno,05/04/2020,680,9,47,39,19,6
Glenn,05/04/2020,4,0,0,0,0,0
Humboldt,05/04/2020,54,0,1,2,0,1
Imperial,05/04/2020,351,9,47,9,16,0
Inyo,05/04/2020,20,1,0,1,0,0
Kern,05/04/2020,1047,10,36,12,21,2
Kings,05/04/2020,153,1,9,1,2,0
Lake,05/04/2020,7,0,0,4,0,0
Lassen,05/04/2020,0,0,0,0,0,0
Los Angeles,05/04/2020,26243,1256,1828,543,581,95
Madera,05/04/2020,52,2,1,0,0,0
Marin,05/04/2020,244,13,1,7,0,3
Mariposa,05/04/2020,13,0,0,0,0,0
Mendocino,05/04/2020,10,0,0,0,0,0
Merced,05/04/2020,138,3,6,6,4,1
Modoc,05/04/2020,0,0,0,0,0,0
Mono,05/04/2020,25,1,0,0,0,0
Monterey,05/04/2020,237,6,5,0,3,0
Napa,05/04/2020,72,2,0,0,0,1
Nevada,05/04/2020,41,1,0,1,0,0
Orange,05/04/2020,2931,57,214,80,71,17
Placer,05/04/2020,162,8,11,6,1,0
Plumas,05/04/2020,4,0,0,2,0,0
Riverside,05/04/2020,4221,184,216,107,75,29
Sacramento,05/04/2020,1119,47,27,23,16,5
San Benito,05/04/2020,49,2,0,0,0,0
San Bernardino,05/04/2020,2184,99,156,103,58,11
San Diego,05/04/2020,4022,162,300,54,124,11
San Francisco,05/04/2020,1760,31,84,10,26,0
San Joaquin,05/04/2020,574,26,19,14,8,6
San Luis Obispo,05/04/2020,202,1,3,8,2,2
San Mateo,05/04/2020,1313,53,45,14,13,0
Santa Barbara,05/04/2020,524,9,29,10,15,3
Santa Clara,05/04/2020,2238,119,90,33,37,5
Santa Cruz,05/04/2020,133,2,3,0,0,0
Shasta,05/04/2020,31,4,0,0,0,0
Sierra,05/04/2020,0,0,0,0,0,0
Siskiyou,05/04/2020,5,0,0,0,0,0
Solano,05/04/2020,293,6,15,22,8,0
Sonoma,05/04/2020,256,4,3,13,1,2
Stanislaus,05/04/2020,422,15,34,11,2,3
Sutter,05/04/2020,28,2,0,0,0,0
Tehama,05/04/2020,1,1,0,0,0,0
Trinity,05/04/2020,0,0,0,0,0,0
Tulare,05/04/2020,760,40,21,1,6,0
Tuolumne,05/04/2020,3,0,0,0,0,0
Unassigned,05/04/2020,3,0,0,0,0,0
Ventura,05/04/2020,590,19,26,17,9,5
Yolo,05/04/2020,171,18,0,0,1,1
Yuba,05/04/2020,16,1,0,1,0,1
Alameda,05/05/2020,1819,69,76,71,28,14
Alpine,05/05/2020,1,0,0,0,0,0
Amador,05/05/2020,8,0,0,0,0,0
Butte,05/05/2020,19,0,0,0,0,0
Calaveras,05/05/2020,13,0,0,0,0,0
Colusa,05/05/2020,3,0,0,0,0,0
Contra Costa,05/05/2020,976,29,21,48,8,10
Del Norte,05/05/2020,3,0,0,0,0,0
El Dorado,05/05/2020,54,0,0,4,0,0
Fresno,05/05/2020,726,9,49,50,17,10
Glenn,05/05/2020,3,0,0,0,0,0
Humboldt,05/05/2020,54,0,0,13,0,2
Imperial,05/05/2020,389,9,57,1,16,0
Inyo,05/05/2020,20,1,0,0,0,0
Kern,05/05/2020,1084,11,32,10,20,0
Kings,05/05/2020,187,1,12,0,2,0
Lake,05/05/2020,7,0,0,2,0,1
Lassen,05/05/2020,0,0,0,0,0,0
Los Angeles,05/05/2020,27867,1313,1826,544,571,110
Madera,05/05/2020,53,2,0,0,0,0
Marin,05/05/2020,244,14,1,13,0,3
Mariposa,05/05/2020,14,0,0,1,0,0
Mendocino,05/05/2020,10,0,0,0,0,0
Merced,05/05/2020,141,3,5,5,4,0
Modoc,05/05/2020,0,0,0,0,0,0
Mono,05/05/2020,25,1,0,0,0,0
Monterey,05/05/2020,240,6,4,1,3,0
Napa,05/05/2020,74,2,0,2,0,2
Nevada,05/05/2020,41,1,0,0,0,0
Orange,05/05/2020,3041,61,210,69,70,15
Placer,05/05/2020,162,8,11,13,2,0
Plumas,05/05/2020,4,0,0,2,0,0
Riverside,05/05/2020,4309,190,208,125,84,30
Sacramento,05/05/2020,1125,47,25,25,13,6
San Benito,05/05/2020,50,2,0,0,0,0
San Bernardino,05/05/2020,2345,101,155,105,58,20
San Diego,05/05/2020,4162,173,294,69,122,11
San Francisco,05/05/2020,1779,31,79,24,27,6
San Joaquin,05/05/2020,577,26,18,29,9,8
San Luis Obispo,05/05/2020,203,1,3,2,2,1
San Mateo,05/05/2020,1335,56,44,14,13,5
Santa Barbara,05/05/2020,541,10,31,4,13,2
Santa Clara,05/05/2020,2249,123,79,34,36,3
Santa Cruz,05/05/2020,134,2,2,1,0,1
Shasta,05/05/2020,31,4,0,0,0,0
Sierra,05/05/2020,0,0,0,0,0,0
Siskiyou,05/05/2020,5,0,0,0,0,0
Solano,05/05/2020,299,6,13,16,5,1
Sonoma,05/05/2020,263,4,3,13,0,3
Stanislaus,05/05/2020,430,15,29,11,3,1
Sutter,05/05/2020,29,2,0,0,0,0
Tehama,05/05/2020,1,1,0,0,0,0
Trinity,05/05/2020,0,0,0,0,0,0
Tulare,05/05/2020,869,40,23,1,5,0
Tuolumne,05/05/2020,2,0,0,0,0,0
Unassigned,05/05/2020,2,0,0,0,0,0
Ventura,05/05/2020,607,19,24,24,9,9
Yolo,05/05/2020,171,18,0,0,0,0
Yuba,05/05/2020,15,1,0,1,0,1
Alameda,05/06/2020,1864,69,78,58,34,9
Alpine,05/06/2020,1,0,0,0,0,0
Amador,05/06/2020,8,0,0,0,0,0
Butte,05/06/2020,19,0,0,0,0,0
Calaveras,05/06/2020,13,0,0,0,0,0
Colusa,05/06/2020,3,0,0,0,0,0
Contra Costa,05/06/2020,990,29,16,51,7,13
Del Norte,05/06/2020,3,0,0,0,0,0
El Dorado,05/06/2020,53,0,0,4,0,0
Fresno,05/06/2020,773,9,47,47,17,5
Glenn,05/06/2020,3,0,0,0,0,0
Humboldt,05/06/2020,54,0,1,6,0,2
Imperial,05/06/2020,399,10,62,1,19,0
Inyo,05/06/2020,20,1,0,0,0,0
Kern,05/06/2020,1112,14,34,7,18,0
Kings,05/06/2020,208,1,13,0,2,0
Lake,05/06/2020,7,0,0,3,0,1
Lassen,05/06/2020,0,0,0,1,0,0
Los Angeles,05/06/2020,28687,1367,1790,502,558,99
Madera,05/06/2020,55,2,0,0,0,0
Marin,05/06/2020,244,14,3,14,2,1
Mariposa,05/06/2020,14,0,0,1,0,0
Mendocino,05/06/2020,10,0,0,0,0,0
Merced,05/06/2020,140,3,6,3,4,2
Modoc,05/06/2020,0,0,0,0,0,0
Mono,05/06/2020,26,1,1,0,0,0
Monterey,05/06/2020,246,6,4,2,3,0
Napa,05/06/2020,78,2,1,1,1,0
Nevada,05/06/2020,41,1,0,0,0,1
Orange,05/06/2020,3156,65,216,63,71,14
Placer,05/06/2020,164,8,9,21,3,3
Plumas,05/06/2020,4,0,0,2,0,0
Riverside,05/06/2020,4535,194,197,99,81,28
Sacramento,05/06/2020,1135,48,27,40,12,7
San Benito,05/06/2020,50,2,0,0,0,0
San Bernardino,05/06/2020,2426,104,167,69,51,14
San Diego,05/06/2020,4321,186,308,71,120,14
San Francisco,05/06/2020,1804,31,76,12,26,4
San Joaquin,05/06/2020,581,27,17,29,8,9
San Luis Obispo,05/06/2020,207,1,2,2,2,2
San Mateo,05/06/2020,1348,56,43,18,12,2
Santa Barbara,05/06/2020,565,11,30,6,13,1
Santa Clara,05/06/2020,2270,126,73,38,36,4
Santa Cruz,05/06/2020,135,2,2,1,0,1
Shasta,05/06/2020,31,4,0,0,0,0
Sierra,05/06/2020,0,0,0,0,0,0
Siskiyou,05/06/2020,5,0,0,0,0,0
Solano,05/06/2020,300,7,12,18,6,2
Sonoma,05/06/2020,269,4,4,13,1,2
Stanislaus,05/06/2020,434,17,27,11,2,1
Sutter,05/06/2020,29,2,0,0,0,0
Tehama,05/06/2020,1,1,0,0,0,0
Trinity,05/06/2020,0,0,0,0,0,0
Tulare,05/06/2020,963,41,25,3,5,0
Tuolumne,05/06/2020,2,0,0,0,0,0
Unassigned,05/06/2020,2,0,0,0,0,0
Ventura,05/06/2020,619,19,28,23,11,8
Yolo,05/06/2020,172,18,0,1,0,0
Yuba,05/06/2020,15,1,0,0,0,0
Alameda,05/07/2020,1914,69,75,61,34,9
Alpine,05/07/2020,1,0,0,0,0,0
Amador,05/07/2020,8,0,0,0,0,0
Butte,05/07/2020,19,0,1,1,0,0
Calaveras,05/07/2020,13,0,0,0,0,0
Colusa,05/07/2020,3,0,1,0,0,0
Contra Costa,05/07/2020,1005,29,20,45,7,12
Del Norte,05/07/2020,3,0,0,1,0,0
El Dorado,05/07/2020,54,0,0,2,0,0
Fresno,05/07/2020,812,9,49,39,15,3
Glenn,05/07/2020,5,0,0,0,0,0
Humboldt,05/07/2020,54,0,1,5,0,0
Imperial,05/07/2020,442,11,58,1,18,1
Inyo,05/07/2020,20,1,0,0,0,0
Kern,05/07/2020,1176,15,33,3,19,1
Kings,05/07/2020,219,1,14,0,3,0
Lake,05/07/2020,7,0,0,0,0,0
Lassen,05/07/2020,0,0,0,0,0,0
Los Angeles,05/07/2020,29544,1418,1771,552,548,90
Madera,05/07/2020,54,2,1,0,0,0
Marin,05/07/2020,252,14,3,10,2,0
Mariposa,05/07/2020,15,0,0,1,0,0
Mendocino,05/07/2020,10,0,0,0,0,0
Merced,05/07/2020,146,3,5,3,4,0
Modoc,05/07/2020,0,0,0,0,0,0
Mono,05/07/2020,26,1,0,0,0,0
Monterey,05/07/2020,249,6,4,1,3,0
Napa,05/07/2020,78,2,1,1,1,0
Nevada,05/07/2020,41,1,0,0,0,0
Orange,05/07/2020,3283,66,222,77,78,16
Placer,05/07/2020,165,8,8,23,2,3
Plumas,05/07/2020,4,0,0,0,0,0
Riverside,05/07/2020,4608,203,194,76,79,20
Sacramento,05/07/2020,1139,49,19,32,12,7
San Benito,05/07/2020,50,2,0,0,0,0
San Bernardino,05/07/2020,2522,110,153,73,51,12
San Diego,05/07/2020,4431,189,312,75,123,16
San Francisco,05/07/2020,1852,32,72,21,30,1
San Joaquin,05/07/2020,583,28,13,25,6,6
San Luis Obispo,05/07/2020,209,1,2,4,2,1
San Mateo,05/07/2020,1398,57,37,14,11,2
Santa Barbara,05/07/2020,720,11,27,12,11,3
Santa Clara,05/07/2020,2281,127,70,37,32,3
Santa Cruz,05/07/2020,136,2,3,1,0,0
Shasta,05/07/2020,31,4,0,0,0,0
Sierra,05/07/2020,0,0,0,0,0,0
Siskiyou,05/07/2020,5,0,0,3,0,2
Solano,05/07/2020,307,7,10,15,7,3
Sonoma,05/07/2020,282,4,2,11,1,2
Stanislaus,05/07/2020,466,19,25,14,1,4
Sutter,05/07/2020,29,2,0,0,0,0
Tehama,05/07/2020,1,1,0,0,0,0
Trinity,05/07/2020,0,0,0,0,0,0
Tulare,05/07/2020,1001,43,11,0,5,0
Tuolumne,05/07/2020,2,0,0,0,0,0
Unassigned,05/07/2020,2,0,0,0,0,0
Ventura,05/07/2020,647,19,33,25,13,7
Yolo,05/07/2020,172,18,0,0,0,0
Yuba,05/07/2020,16,1,0,0,0,0
Alameda,05/08/2020,1955,72,80,56,38,8
Alpine,05/08/2020,1,0,0,0,0,0
Amador,05/08/2020,8,0,0,0,0,0
Butte,05/08/2020,18,0,1,1,0,0
Calaveras,05/08/2020,13,0,0,0,0,0
Colusa,05/08/2020,3,0,1,1,0,1
Contra Costa,05/08/2020,1024,29,21,61,7,14
Del Norte,05/08/2020,3,0,0,1,0,1
El Dorado,05/08/2020,54,0,0,4,0,0
Fresno,05/08/2020,838,9,50,31,15,4
Glenn,05/08/2020,6,0,0,0,0,0
Humboldt,05/08/2020,54,0,1,5,0,0
Imperial,05/08/2020,467,11,66,4,19,0
Inyo,05/08/2020,20,1,1,0,0,0
Kern,05/08/2020,1214,16,32,7,22,1
Kings,05/08/2020,236,1,14,1,3,1
Lake,05/08/2020,7,0,0,1,0,0
Lassen,05/08/2020,0,0,0,1,0,0
Los Angeles,05/08/2020,30357,1468,1766,510,535,82
Madera,05/08/2020,57,2,1,0,0,0
Marin,05/08/2020,257,14,3,4,2,0
Mariposa,05/08/2020,15,0,0,1,0,0
Mendocino,05/08/2020,10,0,0,0,0,0
Merced,05/08/2020,151,3,7,1,5,0
Modoc,05/08/2020,0,0,0,0,0,0
Mono,05/08/2020,27,1,0,0,0,0
Monterey,05/08/2020,265,6,7,2,3,0
Napa,05/08/2020,78,2,1,0,1,0
Nevada,05/08/2020,41,1,0,0,0,0
Orange,05/08/2020,3395,72,222,77,77,22
Placer,05/08/2020,166,8,9,17,2,1
Plumas,05/08/2020,4,0,0,0,0,0
Riverside,05/08/2020,4672,210,189,88,77,27
Sacramento,05/08/2020,1145,51,17,34,11,5
San Benito,05/08/2020,51,2,0,0,0,0
San Bernardino,05/08/2020,2631,119,142,78,52,11
San Diego,05/08/2020,4664,194,334,73,129,15
San Francisco,05/08/2020,1890,33,71,32,28,7
San Joaquin,05/08/2020,595,28,15,32,6,8
San Luis Obispo,05/08/2020,210,1,1,3,1,2
San Mateo,05/08/2020,1423,62,33,23,11,3
Santa Barbara,05/08/2020,1054,11,32,4,11,2
Santa Clara,05/08/2020,2285,130,69,26,29,5
Santa Cruz,05/08/2020,137,2,4,0,0,0
Shasta,05/08/2020,31,4,0,0,0,0
Sierra,05/08/2020,0,0,0,0,0,0
Siskiyou,05/08/2020,5,0,0,3,0,2
Solano,05/08/2020,314,7,10,23,7,0
Sonoma,05/08/2020,285,4,2,15,1,4
Stanislaus,05/08/2020,487,19,21,15,3,2
Sutter,05/08/2020,30,2,0,0,0,0
Tehama,05/08/2020,1,1,0,0,0,0
Trinity,05/08/2020,0,0,0,0,0,0
Tulare,05/08/2020,1050,44,26,0,7,0
Tuolumne,05/08/2020,2,0,0,0,0,0
Unassigned,05/08/2020,2,0,0,0,0,0
Ventura,05/08/2020,665,19,33,21,13,6
Yolo,05/08/2020,172,18,0,0,0,0
Yuba,05/08/2020,16,1,0,0,0,0
Alameda,05/09/2020,2011,75,81,58,40,11
Alpine,05/09/2020,1,0,0,0,0,0
Amador,05/09/2020,8,0,0,0,0,0
Butte,05/09/2020,18,0,1,2,0,2
Calaveras,05/09/2020,13,0,0,2,0,1
Colusa,05/09/2020,3,0,0,0,0,0
Contra Costa,05/09/2020,1039,32,20,48,8,12
Del Norte,05/09/2020,3,0,0,0,0,0
El Dorado,05/09/2020,54,0,0,4,0,0
Fresno,05/09/2020,861,9,55,43,16,5
Glenn,05/09/2020,6,0,0,0,0,0
Humboldt,05/09/2020,55,0,1,5,0,0
Imperial,05/09/2020,474,12,66,4,19,0
Inyo,05/09/2020,20,1,0,0,0,0
Kern,05/09/2020,1262,16,36,15,25,2
Kings,05/09/2020,264,1,12,6,4,0
Lake,05/09/2020,7,0,0,0,0,0
Lassen,05/09/2020,0,0,0,1,0,0
Los Angeles,05/09/2020,31268,1512,1690,531,493,82
Madera,05/09/2020,61,2,1,0,0,0
Marin,05/09/2020,261,14,4,9,2,2
Mariposa,05/09/2020,15,0,0,1,0,0
Mendocino,05/09/2020,10,0,0,0,0,0
Merced,05/09/2020,153,3,5,6,4,2
Modoc,05/09/2020,0,0,0,0,0,0
Mono,05/09/2020,27,1,0,0,0,0
Monterey,05/09/2020,273,6,9,1,3,0
